contig00001:	 No microsatellites found (or repeat region < min_length)
contig00002:	 No microsatellites found (or repeat region < min_length)
contig00003:	 No microsatellites found (or repeat region < min_length)
contig00004:	 No microsatellites found (or repeat region < min_length)
contig00005:	 No microsatellites found (or repeat region < min_length)
contig00006:	 No microsatellites found (or repeat region < min_length)
contig00007:	 No microsatellites found (or repeat region < min_length)
contig00008:	 No microsatellites found (or repeat region < min_length)
contig00009:	 No microsatellites found (or repeat region < min_length)
contig00010:	 No microsatellites found (or repeat region < min_length)
contig00011:	 No microsatellites found (or repeat region < min_length)
contig00012:	 No microsatellites found (or repeat region < min_length)
contig00013:	 No microsatellites found (or repeat region < min_length)
contig00014:	 No microsatellites found (or repeat region < min_length)
contig00015:	 No microsatellites found (or repeat region < min_length)
contig00016:	 No microsatellites found (or repeat region < min_length)
contig00017:	 No microsatellites found (or repeat region < min_length)
contig00018:	 No microsatellites found (or repeat region < min_length)
contig00019:	 No microsatellites found (or repeat region < min_length)
contig00020:	 No microsatellites found (or repeat region < min_length)
contig00021:	 No microsatellites found (or repeat region < min_length)
contig00022:	 No microsatellites found (or repeat region < min_length)
contig00023:	 No microsatellites found (or repeat region < min_length)
contig00024:	 No microsatellites found (or repeat region < min_length)
contig00025:	 No microsatellites found (or repeat region < min_length)
contig00026:	 No microsatellites found (or repeat region < min_length)
contig00027:	 No microsatellites found (or repeat region < min_length)
contig00028:	 No microsatellites found (or repeat region < min_length)
contig00029:	(AG)^6	repeat between bases	94	and	106
contig00030:	 No microsatellites found (or repeat region < min_length)
contig00031:	 No microsatellites found (or repeat region < min_length)
contig00032:	 No microsatellites found (or repeat region < min_length)
contig00033:	 No microsatellites found (or repeat region < min_length)
contig00034:	 No microsatellites found (or repeat region < min_length)
contig00035:	 No microsatellites found (or repeat region < min_length)
contig00036:	 No microsatellites found (or repeat region < min_length)
contig00037:	 No microsatellites found (or repeat region < min_length)
contig00038:	 No microsatellites found (or repeat region < min_length)
contig00039:	 No microsatellites found (or repeat region < min_length)
contig00040:	 No microsatellites found (or repeat region < min_length)
contig00041:	 No microsatellites found (or repeat region < min_length)
contig00042:	 No microsatellites found (or repeat region < min_length)
contig00043:	 No microsatellites found (or repeat region < min_length)
contig00044:	 No microsatellites found (or repeat region < min_length)
contig00045:	 No microsatellites found (or repeat region < min_length)
contig00046:	 No microsatellites found (or repeat region < min_length)
contig00047:	 No microsatellites found (or repeat region < min_length)
contig00048:	 No microsatellites found (or repeat region < min_length)
contig00049:	 No microsatellites found (or repeat region < min_length)
contig00050:	 No microsatellites found (or repeat region < min_length)
contig00051:	 No microsatellites found (or repeat region < min_length)
contig00052:	 No microsatellites found (or repeat region < min_length)
contig00053:	 No microsatellites found (or repeat region < min_length)
contig00054:	 No microsatellites found (or repeat region < min_length)
contig00055:	 No microsatellites found (or repeat region < min_length)
contig00056:	 No microsatellites found (or repeat region < min_length)
contig00057:	 No microsatellites found (or repeat region < min_length)
contig00058:	 No microsatellites found (or repeat region < min_length)
contig00059:	 No microsatellites found (or repeat region < min_length)
contig00060:	 No microsatellites found (or repeat region < min_length)
contig00061:	 No microsatellites found (or repeat region < min_length)
contig00062:	 No microsatellites found (or repeat region < min_length)
contig00063:	 No microsatellites found (or repeat region < min_length)
contig00064:	 No microsatellites found (or repeat region < min_length)
contig00065:	 No microsatellites found (or repeat region < min_length)
contig00066:	 No microsatellites found (or repeat region < min_length)
contig00067:	 No microsatellites found (or repeat region < min_length)
contig00068:	 No microsatellites found (or repeat region < min_length)
contig00069:	 No microsatellites found (or repeat region < min_length)
contig00070:	 No microsatellites found (or repeat region < min_length)
contig00071:	 No microsatellites found (or repeat region < min_length)
contig00072:	 No microsatellites found (or repeat region < min_length)
contig00073:	 No microsatellites found (or repeat region < min_length)
contig00074:	 No microsatellites found (or repeat region < min_length)
contig00075:	 No microsatellites found (or repeat region < min_length)
contig00076:	 No microsatellites found (or repeat region < min_length)
contig00077:	 No microsatellites found (or repeat region < min_length)
contig00078:	 No microsatellites found (or repeat region < min_length)
contig00079:	 No microsatellites found (or repeat region < min_length)
contig00080:	 No microsatellites found (or repeat region < min_length)
contig00081:	 No microsatellites found (or repeat region < min_length)
contig00082:	 No microsatellites found (or repeat region < min_length)
contig00083:	 No microsatellites found (or repeat region < min_length)
contig00084:	 No microsatellites found (or repeat region < min_length)
contig00085:	 No microsatellites found (or repeat region < min_length)
contig00086:	 No microsatellites found (or repeat region < min_length)
contig00087:	 No microsatellites found (or repeat region < min_length)
contig00088:	 No microsatellites found (or repeat region < min_length)
contig00089:	 No microsatellites found (or repeat region < min_length)
contig00090:	 No microsatellites found (or repeat region < min_length)
contig00091:	 No microsatellites found (or repeat region < min_length)
contig00092:	 No microsatellites found (or repeat region < min_length)
contig00093:	 No microsatellites found (or repeat region < min_length)
contig00094:	 No microsatellites found (or repeat region < min_length)
contig00095:	 No microsatellites found (or repeat region < min_length)
contig00096:	 No microsatellites found (or repeat region < min_length)
contig00097:	 No microsatellites found (or repeat region < min_length)
contig00098:	 No microsatellites found (or repeat region < min_length)
contig00099:	 No microsatellites found (or repeat region < min_length)
contig00100:	 No microsatellites found (or repeat region < min_length)
contig00101:	 No microsatellites found (or repeat region < min_length)
contig00102:	 No microsatellites found (or repeat region < min_length)
contig00103:	 No microsatellites found (or repeat region < min_length)
contig00104:	 No microsatellites found (or repeat region < min_length)
contig00105:	 No microsatellites found (or repeat region < min_length)
contig00106:	 No microsatellites found (or repeat region < min_length)
contig00107:	 No microsatellites found (or repeat region < min_length)
contig00108:	 No microsatellites found (or repeat region < min_length)
contig00109:	 No microsatellites found (or repeat region < min_length)
contig00110:	 No microsatellites found (or repeat region < min_length)
contig00111:	 No microsatellites found (or repeat region < min_length)
contig00112:	 No microsatellites found (or repeat region < min_length)
contig00113:	 No microsatellites found (or repeat region < min_length)
contig00114:	 No microsatellites found (or repeat region < min_length)
